image;label
ISIC_0013134;0
ISIC_0013136;0
ISIC_0013140;0
ISIC_0013146;0
ISIC_0013147;0
ISIC_0013150;0
ISIC_0013155;0
ISIC_0013159;0
ISIC_0013160;0
ISIC_0013163;0
ISIC_0013164;0
ISIC_0013165;0
ISIC_0013166;0
ISIC_0013167;0
ISIC_0013169;0
ISIC_0013170;0
ISIC_0013172;0
ISIC_0013173;0
ISIC_0013176;0
ISIC_0013177;0
ISIC_0013178;0
ISIC_0013181;0
ISIC_0013187;0
ISIC_0013189;0
ISIC_0013190;0
ISIC_0013191;0
ISIC_0013192;0
ISIC_0013193;0
ISIC_0013196;0
ISIC_0013197;0
ISIC_0013200;0
ISIC_0013201;0
ISIC_0013203;0
ISIC_0013204;0
ISIC_0013205;0
ISIC_0013207;0
ISIC_0013208;0
ISIC_0013212;0
ISIC_0013213;0
ISIC_0013216;0
ISIC_0013217;0
ISIC_0013219;0
ISIC_0013220;0
ISIC_0013222;0
ISIC_0013223;0
ISIC_0013224;0
ISIC_0013226;0
ISIC_0013227;0
ISIC_0013229;0
ISIC_0013230;0
ISIC_0013233;0
ISIC_0013235;0
ISIC_0013238;0
ISIC_0013244;0
ISIC_0013248;0
ISIC_0013249;0
ISIC_0013257;0
ISIC_0013269;0
ISIC_0013271;0
ISIC_0013274;0
ISIC_0013275;0
ISIC_0013287;0
ISIC_0013288;0
ISIC_0013291;0
ISIC_0013294;0
ISIC_0013302;0
ISIC_0013304;0
ISIC_0013306;0
ISIC_0013310;0
ISIC_0013311;0
ISIC_0013314;0
ISIC_0013315;0
ISIC_0013319;0
ISIC_0013320;0
ISIC_0013325;0
ISIC_0013326;0
ISIC_0013329;0
ISIC_0013330;0
ISIC_0013333;0
ISIC_0013335;0
ISIC_0013340;0
ISIC_0013341;0
ISIC_0013342;0
ISIC_0013346;0
ISIC_0013355;0
ISIC_0013356;0
ISIC_0013360;0
ISIC_0013364;0
ISIC_0013369;0
ISIC_0013371;0
ISIC_0013378;0
ISIC_0013383;0
ISIC_0013385;0
ISIC_0013390;0
ISIC_0013393;0
ISIC_0013394;0
ISIC_0013395;0
ISIC_0013397;0
ISIC_0013398;0
ISIC_0013399;0
ISIC_0013400;0
ISIC_0013403;0
ISIC_0013405;0
ISIC_0013410;0
ISIC_0013416;0
ISIC_0013417;0
ISIC_0013423;0
ISIC_0013424;0
ISIC_0013425;0
ISIC_0013428;0
ISIC_0013430;0
ISIC_0013432;0
ISIC_0013433;0
ISIC_0013434;0
ISIC_0013437;0
ISIC_0013438;0
ISIC_0013443;0
ISIC_0013456;0
ISIC_0013458;0
ISIC_0013461;0
ISIC_0013465;0
ISIC_0013474;0
ISIC_0013480;0
ISIC_0013487;0
ISIC_0013488;0
ISIC_0013489;0
ISIC_0013492;0
ISIC_0013493;0
ISIC_0013494;0
ISIC_0013495;0
ISIC_0013498;0
ISIC_0013511;0
ISIC_0013512;0
ISIC_0013516;0
ISIC_0013517;0
ISIC_0013523;0
ISIC_0013526;0
ISIC_0013527;0
ISIC_0013529;0
ISIC_0013552;0
ISIC_0013553;0
ISIC_0013554;0
ISIC_0013558;0
ISIC_0013559;0
ISIC_0013561;0
ISIC_0013562;0
ISIC_0013568;0
ISIC_0013580;0
ISIC_0013585;0
ISIC_0013592;0
ISIC_0013595;0
ISIC_0013596;0
ISIC_0013597;0
ISIC_0013599;0
ISIC_0013600;0
ISIC_0013601;0
ISIC_0013602;0
ISIC_0013603;0
ISIC_0013621;0
ISIC_0013635;0
ISIC_0013637;0
ISIC_0013643;0
ISIC_0013656;0
ISIC_0013664;0
ISIC_0013667;0
ISIC_0013670;0
ISIC_0013673;0
ISIC_0013675;0
ISIC_0013676;0
ISIC_0013680;0
ISIC_0013684;0
ISIC_0013685;0
ISIC_0013688;0
ISIC_0013689;0
ISIC_0013690;0
ISIC_0013691;0
ISIC_0013695;0
ISIC_0013708;0
ISIC_0013709;0
ISIC_0013712;0
ISIC_0013713;0
ISIC_0013719;0
ISIC_0013721;0
ISIC_0013737;0
ISIC_0013738;0
ISIC_0013747;0
ISIC_0013748;0
ISIC_0013749;0
ISIC_0013758;0
ISIC_0013765;0
ISIC_0013772;0
ISIC_0013778;0
ISIC_0013782;0
ISIC_0013789;0
ISIC_0013792;0
ISIC_0013793;0
ISIC_0013794;0
ISIC_0013795;0
ISIC_0013796;0
ISIC_0013797;0
ISIC_0013798;0
ISIC_0013799;0
ISIC_0013800;0
ISIC_0013801;0
ISIC_0013802;0
ISIC_0013803;0
ISIC_0013804;0
ISIC_0013805;0
ISIC_0013806;0
ISIC_0013807;0
ISIC_0013808;0
ISIC_0013809;0
ISIC_0013816;0
ISIC_0013817;0
ISIC_0013819;0
ISIC_0013830;0
ISIC_0013835;0
ISIC_0013836;0
ISIC_0013837;0
ISIC_0013843;0
ISIC_0013862;0
ISIC_0013863;0
ISIC_0013879;0
ISIC_0013886;0
ISIC_0013888;0
ISIC_0013891;0
ISIC_0013896;0
ISIC_0013897;0
ISIC_0013898;0
ISIC_0013910;0
ISIC_0013911;0
ISIC_0013918;0
ISIC_0013921;0
ISIC_0013922;0
ISIC_0013929;0
ISIC_0013935;0
ISIC_0013942;0
ISIC_0013946;0
ISIC_0013958;0
ISIC_0013961;0
ISIC_0013962;0
ISIC_0013966;0
ISIC_0013967;0
ISIC_0013970;0
ISIC_0013977;0
ISIC_0013980;0
ISIC_0013981;0
ISIC_0013982;0
ISIC_0013983;0
ISIC_0013996;0
ISIC_0013998;0
ISIC_0014001;0
ISIC_0014026;0
ISIC_0014028;0
ISIC_0014029;0
ISIC_0014032;0
ISIC_0014046;0
ISIC_0014066;0
ISIC_0014069;0
ISIC_0014073;0
ISIC_0014080;0
ISIC_0014081;0
ISIC_0014089;0
ISIC_0014090;0
ISIC_0014093;0
ISIC_0014094;0
ISIC_0014114;0
ISIC_0014117;0
ISIC_0014131;0
ISIC_0014139;0
ISIC_0014149;0
ISIC_0014150;0
ISIC_0014158;0
ISIC_0014162;0
ISIC_0014164;0
ISIC_0014166;0
ISIC_0014169;0
ISIC_0014174;0
ISIC_0014178;0
ISIC_0014185;0
ISIC_0014195;0
ISIC_0014197;0
ISIC_0014211;0
ISIC_0014225;0
ISIC_0014248;0
ISIC_0014253;0
ISIC_0014263;0
ISIC_0014273;0
ISIC_0014274;0
ISIC_0014286;0
ISIC_0014299;0
ISIC_0014311;0
ISIC_0014317;0
ISIC_0014328;0
ISIC_0014346;0
ISIC_0014353;0
ISIC_0014365;0
ISIC_0014382;0
ISIC_0014386;0
ISIC_0014392;0
ISIC_0014393;0
ISIC_0014394;0
ISIC_0014397;0
ISIC_0014410;0
ISIC_0014419;0
ISIC_0014430;0
ISIC_0014431;0
ISIC_0014433;0
ISIC_0014438;0
ISIC_0014440;0
ISIC_0014441;0
ISIC_0014453;0
ISIC_0014457;0
ISIC_0014458;0
ISIC_0014469;0
ISIC_0014470;0
ISIC_0014473;0
ISIC_0014475;0
ISIC_0014490;0
ISIC_0014498;0
ISIC_0014500;0
ISIC_0014502;0
ISIC_0014503;0
ISIC_0014511;0
ISIC_0014522;0
ISIC_0014526;0
ISIC_0014529;0
ISIC_0014535;0
ISIC_0014537;0
ISIC_0014547;0
ISIC_0014554;0
ISIC_0014567;0
ISIC_0014572;0
ISIC_0014573;0
ISIC_0014574;0
ISIC_0014576;0
ISIC_0014577;0
ISIC_0014580;0
ISIC_0014581;0
ISIC_0014583;0
ISIC_0014585;0
ISIC_0014586;0
ISIC_0014587;0
ISIC_0014596;0
ISIC_0014599;0
ISIC_0014600;0
ISIC_0014601;0
ISIC_0014603;0
ISIC_0014605;0
ISIC_0014609;0
ISIC_0014610;0
ISIC_0014617;0
ISIC_0014619;0
ISIC_0014623;0
ISIC_0014624;0
ISIC_0014625;0
ISIC_0014628;0
ISIC_0014632;0
ISIC_0014633;0
ISIC_0014635;0
ISIC_0014637;0
ISIC_0014639;0
ISIC_0014640;0
ISIC_0014642;0
ISIC_0014643;0
ISIC_0014651;0
ISIC_0014652;0
ISIC_0014657;0
ISIC_0014658;0
ISIC_0014661;0
ISIC_0014664;0
ISIC_0014665;0
ISIC_0014667;0
ISIC_0014675;0
ISIC_0014677;0
ISIC_0014680;0
ISIC_0014682;0
ISIC_0014683;0
ISIC_0014684;0
ISIC_0014685;0
ISIC_0014687;0
ISIC_0014692;0
ISIC_0014693;0
ISIC_0014694;0
ISIC_0014696;0
ISIC_0014697;0
ISIC_0014698;0
ISIC_0014702;0
ISIC_0014707;0
ISIC_0014708;0
ISIC_0014713;0
ISIC_0014714;0
ISIC_0014715;0
ISIC_0014716;0
ISIC_0014720;0
ISIC_0014723;0
ISIC_0014724;0
ISIC_0014725;0
ISIC_0014726;0
ISIC_0014728;0
ISIC_0014729;0
ISIC_0014730;0
ISIC_0014731;0
ISIC_0014739;0
ISIC_0014740;0
ISIC_0014742;0
ISIC_0014743;0
ISIC_0014745;0
ISIC_0014746;0
ISIC_0014748;0
ISIC_0014749;0
ISIC_0014753;0
ISIC_0014754;0
ISIC_0014755;0
ISIC_0014760;0
ISIC_0014762;0
ISIC_0014763;0
ISIC_0014765;0
ISIC_0014768;0
ISIC_0014769;0
ISIC_0014770;0
ISIC_0014771;0
ISIC_0014773;0
ISIC_0014775;0
ISIC_0014778;0
ISIC_0014779;0
ISIC_0014780;0
ISIC_0014782;0
ISIC_0014783;0
ISIC_0014785;0
ISIC_0014786;0
ISIC_0014787;0
ISIC_0014791;0
ISIC_0014792;0
ISIC_0014794;0
ISIC_0014796;0
ISIC_0014797;0
ISIC_0014798;0
ISIC_0014802;0
ISIC_0014803;0
ISIC_0014804;0
ISIC_0014805;0
ISIC_0014806;0
ISIC_0014807;0
ISIC_0014808;0
ISIC_0014812;0
ISIC_0014814;0
ISIC_0014815;0
ISIC_0014818;0
ISIC_0014820;0
ISIC_0014821;0
ISIC_0014823;0
ISIC_0014825;0
ISIC_0014829;0
ISIC_0014830;0
ISIC_0014831;0
ISIC_0014833;0
ISIC_0014834;0
ISIC_0014835;0
ISIC_0014836;0
ISIC_0014838;0
ISIC_0014839;0
ISIC_0014843;0
ISIC_0014844;0
ISIC_0014845;0
ISIC_0014846;0
ISIC_0014848;0
ISIC_0014849;0
ISIC_0014850;0
ISIC_0014851;0
ISIC_0014853;0
ISIC_0014854;0
ISIC_0014855;0
ISIC_0014860;0
ISIC_0014863;0
ISIC_0014867;0
ISIC_0014868;0
ISIC_0014869;0
ISIC_0014876;0
ISIC_0014879;0
ISIC_0014890;0
ISIC_0014898;0
ISIC_0014901;0
ISIC_0014903;0
ISIC_0014904;0
ISIC_0014907;0
ISIC_0014908;0
ISIC_0014910;0
ISIC_0014911;0
ISIC_0014913;0
ISIC_0014915;0
ISIC_0014921;0
ISIC_0014923;0
ISIC_0014925;0
ISIC_0014926;0
ISIC_0014927;0
ISIC_0014929;0
ISIC_0014930;0
ISIC_0014933;0
ISIC_0014936;0
ISIC_0014937;0
ISIC_0014938;0
ISIC_0014940;0
ISIC_0014941;0
ISIC_0014942;0
ISIC_0014943;0
ISIC_0014944;0
ISIC_0014945;0
ISIC_0014947;0
ISIC_0014948;0
ISIC_0014949;0
ISIC_0014952;0
ISIC_0014955;0
ISIC_0014956;0
ISIC_0014957;0
ISIC_0014958;0
ISIC_0014961;0
ISIC_0014962;0
ISIC_0014964;0
ISIC_0014966;0
ISIC_0014968;0
ISIC_0014969;0
ISIC_0014973;0
ISIC_0014974;0
ISIC_0014989;0
ISIC_0014992;0
ISIC_0014994;0
ISIC_0014998;0
ISIC_0015002;0
ISIC_0015003;0
ISIC_0015007;0
ISIC_0015008;0
ISIC_0015009;0
ISIC_0015011;0
ISIC_0015013;0
ISIC_0015015;0
ISIC_0015016;0
ISIC_0015018;0
ISIC_0015019;0
ISIC_0015020;0
ISIC_0015021;0
ISIC_0015023;0
ISIC_0015026;0
ISIC_0015030;0
ISIC_0015031;0
ISIC_0015032;0
ISIC_0015034;0
ISIC_0015035;0
ISIC_0015037;0
ISIC_0015040;0
ISIC_0015043;0
ISIC_0015044;0
ISIC_0015051;0
ISIC_0015056;0
ISIC_0015057;0
ISIC_0015060;0
ISIC_0015062;0
ISIC_0015064;0
ISIC_0015078;0
ISIC_0015089;0
ISIC_0015102;0
ISIC_0015108;0
ISIC_0015113;0
ISIC_0015118;0
ISIC_0015125;0
ISIC_0015129;0
ISIC_0015130;0
ISIC_0015139;0
ISIC_0015140;0
ISIC_0015144;0
ISIC_0015146;0
ISIC_0015149;0
ISIC_0015150;0
ISIC_0015152;0
ISIC_0015153;0
ISIC_0015155;0
ISIC_0015157;0
ISIC_0015158;0
ISIC_0015160;0
ISIC_0015161;0
ISIC_0015170;0
ISIC_0015171;0
ISIC_0015173;0
ISIC_0015174;0
ISIC_0015175;0
ISIC_0015176;0
ISIC_0015179;0
ISIC_0015184;0
ISIC_0015201;0
ISIC_0015202;0
ISIC_0015203;0
ISIC_0015207;0
ISIC_0015208;0
ISIC_0015211;0
ISIC_0015212;0
ISIC_0015215;0
ISIC_0015216;0
ISIC_0015218;0
ISIC_0015220;0
ISIC_0015223;0
ISIC_0015224;0
ISIC_0015226;0
ISIC_0015232;0
ISIC_0015233;0
ISIC_0015237;0
ISIC_0015241;0
ISIC_0015244;0
ISIC_0015245;0
ISIC_0015250;0
ISIC_0015254;0
ISIC_0015255;0
ISIC_0015258;0
ISIC_0015260;0
ISIC_0015264;0
ISIC_0015270;0
ISIC_0015273;0
ISIC_0015274;0
ISIC_0015276;0
ISIC_0015279;0
ISIC_0015283;0
ISIC_0015291;0
ISIC_0015293;0
ISIC_0015295;0
ISIC_0015298;0
ISIC_0015309;0
ISIC_0015310;0
ISIC_0015311;0
ISIC_0015312;0
ISIC_0015313;0
ISIC_0015330;0
ISIC_0015331;0
ISIC_0015353;0
ISIC_0015355;0
ISIC_0015357;0
ISIC_0015360;0
ISIC_0015363;0
ISIC_0015368;0
ISIC_0015369;0
ISIC_0015383;0
ISIC_0015390;0
ISIC_0015395;0
ISIC_0015401;0
ISIC_0015403;0
ISIC_0015404;0
ISIC_0015411;0
ISIC_0015412;0
ISIC_0015416;0
ISIC_0015417;0
ISIC_0015418;0
ISIC_0015419;0
ISIC_0015436;0
ISIC_0015440;0
ISIC_0015443;0
ISIC_0015445;0
ISIC_0015447;0
ISIC_0015455;0
ISIC_0015464;0
ISIC_0015466;0
ISIC_0015468;0
ISIC_0015476;0
ISIC_0015481;0
ISIC_0015482;0
ISIC_0015483;0
ISIC_0015485;0
ISIC_0015496;0
ISIC_0015510;0
ISIC_0015526;0
ISIC_0015537;0
ISIC_0015544;0
ISIC_0015559;0
ISIC_0015563;0
ISIC_0015566;0
ISIC_0015568;0
ISIC_0015582;0
ISIC_0015593;0
ISIC_0015603;0
ISIC_0015607;0
ISIC_0015614;0
ISIC_0015617;0
ISIC_0015625;0
ISIC_0015627;0
ISIC_0015631;0
ISIC_0015636;0
ISIC_0015638;0
ISIC_0015641;0
ISIC_0015645;0
ISIC_0015936;0
ISIC_0015937;0
ISIC_0015939;0
ISIC_0015940;0
ISIC_0015941;0
ISIC_0015942;0
ISIC_0015943;0
ISIC_0015944;0
ISIC_0015945;0
ISIC_0015946;0
ISIC_0015947;0
ISIC_0015948;0
ISIC_0015949;0
ISIC_0015950;0
ISIC_0015951;0
ISIC_0015952;0
ISIC_0015953;0
ISIC_0015955;0
ISIC_0015956;0
ISIC_0015957;0
ISIC_0015958;0
ISIC_0015960;0
ISIC_0015961;0
ISIC_0015962;0
ISIC_0015963;0
ISIC_0015964;0
ISIC_0015965;0
ISIC_0015966;0
ISIC_0015967;0
ISIC_0015968;0
ISIC_0015969;0
ISIC_0015971;0
ISIC_0015972;0
ISIC_0015973;0
ISIC_0015974;0
ISIC_0015975;0
ISIC_0015976;0
ISIC_0015978;0
ISIC_0015980;0
ISIC_0015981;0
ISIC_0015982;0
ISIC_0015983;0
ISIC_0015984;0
ISIC_0015985;0
ISIC_0015986;0
ISIC_0015987;0
ISIC_0015989;0
ISIC_0015990;0
ISIC_0015991;0
ISIC_0015993;0
ISIC_0015994;0
ISIC_0015995;0
ISIC_0015996;0
ISIC_0015997;0
ISIC_0015998;0
ISIC_0015999;0
ISIC_0016000;0
ISIC_0016003;0
ISIC_0016004;0
ISIC_0016005;0
ISIC_0016006;0
ISIC_0016007;0
ISIC_0016008;0
ISIC_0016009;0
ISIC_0016011;0
ISIC_0016012;0
ISIC_0016013;0
ISIC_0016014;0
ISIC_0016015;0
ISIC_0016016;0
ISIC_0016017;0
ISIC_0016019;0
ISIC_0016022;0
ISIC_0016023;0
ISIC_0016024;0
ISIC_0016025;0
ISIC_0016026;0
ISIC_0016027;0
ISIC_0016028;0
ISIC_0016029;0
ISIC_0016030;0
ISIC_0016033;0
ISIC_0016034;0
ISIC_0016035;0
ISIC_0016036;0
ISIC_0016037;0
ISIC_0016038;0
ISIC_0016040;0
ISIC_0016041;0
ISIC_0016042;0
ISIC_0016043;0
ISIC_0016044;0
ISIC_0016045;0
ISIC_0016046;0
ISIC_0016048;0
ISIC_0016050;0
ISIC_0016051;0
ISIC_0016052;0
ISIC_0016053;0
ISIC_0016054;0
ISIC_0016055;0
ISIC_0016056;0
ISIC_0016057;0
ISIC_0016058;0
ISIC_0016059;0
ISIC_0016060;0
ISIC_0016061;0
ISIC_0016062;0
ISIC_0016063;0
ISIC_0016064;0
ISIC_0016065;0
ISIC_0016066;0
ISIC_0016068;0
ISIC_0016069;0
ISIC_0016070;0
ISIC_0016071;0
ISIC_0016072;0
ISIC_0000004;1
ISIC_0000013;1
ISIC_0000022;1
ISIC_0000026;1
ISIC_0000029;1
ISIC_0000030;1
ISIC_0000031;1
ISIC_0000035;1
ISIC_0000036;1
ISIC_0000040;1
ISIC_0000043;1
ISIC_0000046;1
ISIC_0000049;1
ISIC_0000054;1
ISIC_0000056;1
ISIC_0000074;1
ISIC_0000077;1
ISIC_0000078;1
ISIC_0000139;1
ISIC_0000140;1
ISIC_0000141;1
ISIC_0000142;1
ISIC_0000143;1
ISIC_0000145;1
ISIC_0000146;1
ISIC_0000147;1
ISIC_0000148;1
ISIC_0000149;1
ISIC_0000150;1
ISIC_0000151;1
ISIC_0000152;1
ISIC_0000153;1
ISIC_0000154;1
ISIC_0000155;1
ISIC_0000156;1
ISIC_0000157;1
ISIC_0000159;1
ISIC_0000160;1
ISIC_0000161;1
ISIC_0000162;1
ISIC_0000163;1
ISIC_0000164;1
ISIC_0000165;1
ISIC_0000166;1
ISIC_0000167;1
ISIC_0000169;1
ISIC_0000170;1
ISIC_0000171;1
ISIC_0000172;1
ISIC_0000173;1
ISIC_0000175;1
ISIC_0000176;1
ISIC_0000276;1
ISIC_0000277;1
ISIC_0000278;1
ISIC_0000279;1
ISIC_0000281;1
ISIC_0000282;1
ISIC_0000283;1
ISIC_0000287;1
ISIC_0000288;1
ISIC_0000290;1
ISIC_0000292;1
ISIC_0000293;1
ISIC_0000294;1
ISIC_0000295;1
ISIC_0000297;1
ISIC_0000298;1
ISIC_0000299;1
ISIC_0000300;1
ISIC_0000301;1
ISIC_0000303;1
ISIC_0000306;1
ISIC_0000307;1
ISIC_0000310;1
ISIC_0000311;1
ISIC_0000313;1
ISIC_0000314;1
ISIC_0000390;1
ISIC_0000393;1
ISIC_0000395;1
ISIC_0000410;1
ISIC_0000412;1
ISIC_0000413;1
ISIC_0000415;1
ISIC_0000420;1
ISIC_0000434;1
ISIC_0000444;1
ISIC_0000463;1
ISIC_0000466;1
ISIC_0000469;1
ISIC_0000482;1
ISIC_0000484;1
ISIC_0000487;1
ISIC_0000511;1
ISIC_0000513;1
ISIC_0000517;1
ISIC_0000518;1
ISIC_0000519;1
ISIC_0000520;1
ISIC_0000521;1
ISIC_0000522;1
ISIC_0000531;1
ISIC_0000533;1
ISIC_0000547;1
ISIC_0000548;1
ISIC_0000549;1
ISIC_0000550;1
ISIC_0000552;1
ISIC_0000554;1
ISIC_0000555;1
ISIC_0001100;1
ISIC_0001102;1
ISIC_0001103;1
ISIC_0001105;1
ISIC_0001106;1
ISIC_0001118;1
ISIC_0001119;1
ISIC_0001126;1
ISIC_0001128;1
ISIC_0001131;1
ISIC_0001133;1
ISIC_0001134;1
ISIC_0001140;1
ISIC_0001142;1
ISIC_0001148;1
ISIC_0001152;1
ISIC_0009868;1
ISIC_0009897;1
ISIC_0009898;1
ISIC_0009910;1
ISIC_0009918;1
ISIC_0009927;1
ISIC_0009934;1
ISIC_0009950;1
ISIC_0009955;1
ISIC_0009960;1
ISIC_0009971;1
ISIC_0009992;1
ISIC_0009993;1
ISIC_0010000;1
ISIC_0010011;1
ISIC_0010016;1
ISIC_0010023;1
ISIC_0010024;1
ISIC_0010029;1
ISIC_0010034;1
ISIC_0010036;1
ISIC_0010054;1
ISIC_0010056;1
ISIC_0010067;1
ISIC_0010081;1
ISIC_0010089;1
ISIC_0010094;1
ISIC_0010171;1
ISIC_0010174;1
ISIC_0010175;1
ISIC_0010189;1
ISIC_0010194;1
ISIC_0010207;1
ISIC_0010225;1
ISIC_0010231;1
ISIC_0010235;1
ISIC_0010240;1
ISIC_0010241;1
ISIC_0010251;1
ISIC_0010265;1
ISIC_0010267;1
ISIC_0010319;1
ISIC_0010321;1
ISIC_0010322;1
ISIC_0010329;1
ISIC_0010349;1
ISIC_0010350;1
ISIC_0010358;1
ISIC_0010360;1
ISIC_0010364;1
ISIC_0010372;1
ISIC_0010379;1
ISIC_0010380;1
ISIC_0010441;1
ISIC_0010466;1
ISIC_0010468;1
ISIC_0010476;1
ISIC_0010576;1
ISIC_0010587;1
ISIC_0010591;1
ISIC_0010596;1
ISIC_0010597;1
ISIC_0010852;1
ISIC_0010860;1
ISIC_0010862;1
ISIC_0010863;1
ISIC_0011095;1
ISIC_0011099;1
ISIC_0011112;1
ISIC_0011118;1
ISIC_0011121;1
ISIC_0011128;1
ISIC_0011130;1
ISIC_0011132;1
ISIC_0011135;1
ISIC_0011137;1
ISIC_0011139;1
ISIC_0011140;1
ISIC_0011151;1
ISIC_0011158;1
ISIC_0011161;1
ISIC_0011163;1
ISIC_0011166;1
ISIC_0011169;1
ISIC_0011176;1
ISIC_0011210;1
ISIC_0011295;1
ISIC_0011305;1
ISIC_0011315;1
ISIC_0011329;1
ISIC_0011334;1
ISIC_0011344;1
ISIC_0011348;1
ISIC_0011349;1
ISIC_0011356;1
ISIC_0011366;1
ISIC_0011374;1
ISIC_0011387;1
ISIC_0011390;1
ISIC_0012099;1
ISIC_0012137;1
ISIC_0012151;1
ISIC_0012208;1
ISIC_0012258;1
ISIC_0012288;1
ISIC_0012290;1
ISIC_0012298;1
ISIC_0012348;1
ISIC_0012356;1
ISIC_0012369;1
ISIC_0012382;1
ISIC_0012391;1
ISIC_0012395;1
ISIC_0012425;1
ISIC_0012434;1
ISIC_0012435;1
ISIC_0012450;1
ISIC_0012512;1
ISIC_0012678;1
ISIC_0012701;1
ISIC_0012715;1
ISIC_0012749;1
ISIC_0012756;1
ISIC_0012758;1
ISIC_0012887;1
ISIC_0012930;1
ISIC_0012988;1
ISIC_0012989;1
ISIC_0012990;1
ISIC_0013072;1
ISIC_0013073;1
ISIC_0013079;1
ISIC_0013141;1
ISIC_0013184;1
ISIC_0013198;1
ISIC_0013232;1
ISIC_0013242;1
ISIC_0013258;1
ISIC_0013277;1
ISIC_0013321;1
ISIC_0013334;1
ISIC_0013359;1
ISIC_0013365;1
ISIC_0013374;1
ISIC_0013411;1
ISIC_0013414;1
ISIC_0013427;1
ISIC_0013429;1
ISIC_0013455;1
ISIC_0013457;1
ISIC_0013459;1
ISIC_0013472;1
ISIC_0013473;1
ISIC_0013490;1
ISIC_0013491;1
ISIC_0013499;1
ISIC_0013500;1
ISIC_0013501;1
ISIC_0013518;1
ISIC_0013525;1
ISIC_0013549;1
ISIC_0013565;1
ISIC_0013567;1
ISIC_0013572;1
ISIC_0013573;1
ISIC_0013577;1
ISIC_0013578;1
ISIC_0013579;1
ISIC_0013581;1
ISIC_0013588;1
ISIC_0013594;1
ISIC_0013606;1
ISIC_0013610;1
ISIC_0013615;1
ISIC_0013617;1
ISIC_0013618;1
ISIC_0013626;1
ISIC_0013634;1
ISIC_0013636;1
ISIC_0013639;1
ISIC_0013644;1
ISIC_0013651;1
ISIC_0013652;1
ISIC_0013663;1
ISIC_0013671;1
ISIC_0013672;1
ISIC_0013674;1
ISIC_0013678;1
ISIC_0013696;1
ISIC_0013702;1
ISIC_0013733;1
ISIC_0013736;1
ISIC_0013739;1
ISIC_0013740;1
ISIC_0013762;1
ISIC_0013766;1
ISIC_0013767;1
ISIC_0013775;1
ISIC_0013777;1
ISIC_0013783;1
ISIC_0013813;1
ISIC_0013815;1
ISIC_0013828;1
ISIC_0013831;1
ISIC_0013832;1
ISIC_0013833;1
ISIC_0013839;1
ISIC_0013840;1
ISIC_0013842;1
ISIC_0013844;1
ISIC_0013861;1
ISIC_0013865;1
ISIC_0013867;1
ISIC_0013874;1
ISIC_0013908;1
ISIC_0013917;1
ISIC_0013925;1
ISIC_0013936;1
ISIC_0013948;1
ISIC_0013953;1
ISIC_0013969;1
ISIC_0013972;1
ISIC_0013975;1
ISIC_0013984;1
ISIC_0013986;1
ISIC_0013987;1
ISIC_0013988;1
ISIC_0013995;1
ISIC_0013997;1
ISIC_0014013;1
ISIC_0014027;1
ISIC_0014037;1
ISIC_0014044;1
ISIC_0014049;1
ISIC_0014059;1
ISIC_0014062;1
ISIC_0014072;1
ISIC_0014076;1
ISIC_0014077;1
ISIC_0014092;1
ISIC_0014099;1
ISIC_0014103;1
ISIC_0014108;1
ISIC_0014110;1
ISIC_0014127;1
ISIC_0014129;1
ISIC_0014132;1
ISIC_0014133;1
ISIC_0014136;1
ISIC_0014144;1
ISIC_0014151;1
ISIC_0014156;1
ISIC_0014157;1
ISIC_0014160;1
ISIC_0014163;1
ISIC_0014171;1
ISIC_0014173;1
ISIC_0014181;1
ISIC_0014183;1
ISIC_0014186;1
ISIC_0014187;1
ISIC_0014189;1
ISIC_0014190;1
ISIC_0014217;1
ISIC_0014219;1
ISIC_0014221;1
ISIC_0014222;1
ISIC_0014229;1
ISIC_0014233;1
ISIC_0014238;1
ISIC_0014249;1
ISIC_0014255;1
ISIC_0014270;1
ISIC_0014284;1
ISIC_0014288;1
ISIC_0014289;1
ISIC_0014290;1
ISIC_0014291;1
ISIC_0014302;1
ISIC_0014308;1
ISIC_0014316;1
ISIC_0014324;1
ISIC_0014325;1
ISIC_0014327;1
ISIC_0014331;1
ISIC_0014336;1
ISIC_0014337;1
ISIC_0014347;1
ISIC_0014349;1
ISIC_0014357;1
ISIC_0014360;1
ISIC_0014361;1
ISIC_0014366;1
ISIC_0014372;1
ISIC_0014385;1
ISIC_0014395;1
ISIC_0014422;1
ISIC_0014423;1
ISIC_0014428;1
ISIC_0014434;1
ISIC_0014454;1
ISIC_0014476;1
ISIC_0014478;1
ISIC_0014480;1
ISIC_0014486;1
ISIC_0014489;1
ISIC_0014501;1
ISIC_0014506;1
ISIC_0014507;1
ISIC_0014513;1
ISIC_0014518;1
ISIC_0014525;1
ISIC_0014527;1
ISIC_0014541;1
ISIC_0014542;1
ISIC_0014543;1
ISIC_0014545;1
ISIC_0014546;1
ISIC_0014548;1
ISIC_0014558;1
ISIC_0014559;1
ISIC_0014663;1
ISIC_0014666;1
ISIC_0014688;1
ISIC_0014703;1
ISIC_0014722;1
ISIC_0014735;1
ISIC_0014772;1
ISIC_0014784;1
ISIC_0014788;1
ISIC_0014790;1
ISIC_0014795;1
ISIC_0014800;1
ISIC_0014809;1
ISIC_0014826;1
ISIC_0014832;1
ISIC_0014857;1
ISIC_0014862;1
ISIC_0014872;1
ISIC_0014883;1
ISIC_0014891;1
ISIC_0014897;1
